recipe_id,influencer,followers,date,media,likes,comments,ingredient_list,servings
6819160,HFI-10,25600,05/07/2022,video,725,85,"3 ripe bananas , 3 eggs , 60 ml milk , 10 g oatmeal , 90 g almond flour , 1 tbsp cinnamon , 1 tsp salt , 1 tsp vanilla extract , 1 tbsp baking powder , handful of walnuts , 6 dates",1
3664704,HFI-10,25600,30/06/2022,picture,729,51,"10 g sage leaves , 50 ml olive oil , 50 g parmesan , 2 cloves of garlic , 1/2 zucchini , 2 handfuls of spinach , 1 tbsp lemon juice , pinch of salt , 40 g walnuts",2
1974915,HFI-10,25600,30/06/2022,video,1848,149,"1 flat bread , 5 tbsp hummus of your choice , handful of pomegranate seeds , 20 g feta , handful of pistachios , 1 tbsp balsamic vinegar , 1 eggplant , pinch of salt , 2 tbsp olive oil",1
2186635,HFI-10,25600,24/06/2022,picture,470,60," 1 avocado ,  500 gram butternut squash ,  1 tbsp olive oil , pinch of salt ,  handful of sesame seeds ,  1/4 cucumber ,  handful of romaine lettuce",1
4603168,HFI-10,25600,21/06/2022,video,438,59," 150 g almond flour ,  250 g oatmeal ,  2 tbsp peanut butter ,  50 g plant-based milk ,  75 g agave ,  50 g neutral oil ,  1 tsp salt ,  200 g red fruit ,  2 tbsp chia seeds ,  2 tbsp agave ,  1 tbsp lemon juice ,  80ml water",1
9929933,HFI-10,25600,19/06/2022,picture,1370,87,"1400 gram watermelon , 240 g lentils , 100 g feta , 1/2 cucumber , handful of mint , 50 g pistachios , 3 tbsp extra virgin olive oil , 1 tbsp balsamic vinegar , pinch of salt",2
3778588,HFI-10,25600,16/06/2022,video,687,61,"400 g chickpeas , 1 tbsp olive oil , pinch of salt , 1 tbsp za'atar",1
9225206,HFI-10,25600,13/06/2022,video,1174,65,"500 g dumplings , 4 tbsp soy sauce , 3 tbsp black vinegar , 3 tsp chili oil , handful of peas , 15 g butter , pinch of salt",2
6893398,HFI-10,25600,10/06/2022,picture,898,55,"250 g gnocchi , 250 g Brussels sprouts , 1 tsp garlic powder , 1 tsp paprika powder , 1 tsp cumin , 1/2 tsp cayenne pepper , 1 tsp salt , 1 tsp black pepper , 2 handfuls of toasted pecans , 36 g goat cheese , 3.5 tbsp honey , 1 tbsp mustard , 1 tbsp balsamic vinegar , 2 tbsp olive oil , pinch of salt , 40 g grated parmesan cheese",2
9842454,HFI-10,25600,01/06/2022,picture,1197,71,"2 slices of white bread , 2 tablespoons cream cheese , 1 tbsp olive oil , 20 g feta , handful of pine nuts , pinch of salt , 75 g broccoli",1
4803202,HFI-10,25600,30/06/2022,video,877,58,"1 eggplant , 1 tbsp salt , 2 tbsp tahini , 2 tbsp olive oil , 1 tbsp lemon juice , 1 clove of garlic , 1 tsp smoked paprika powder , 1 tsp ground cumin , 1/2 tsp salt , 1 tbsp agave syrup",2
5840807,HFI-10,25600,25/05/2022,picture,2399,135,"3 cloves of garlic , 250 g green asparagus , 300 g pearl couscous , 150 g peas , 1 zucchini , 200 g haloumi , 1 tbsp olive oil , pinch of salt , handful of pistachios",3
7419270,HFI-10,25600,24/05/2022,video,541,79,"140 g oatmeal , 60 g almond flour , 2 tbsp cocoa powder , 1 tsp baking powder , 1/2 tsp salt , 100 ml plant-based milk , 2 eggs , 3 bananas , 2 tbsp peanut butter , 100 g dark chocolate , 30 g peanuts",1
1073823,HFI-10,25600,17/05/2022,video,1705,117,"300 g spinach , 75 ml plant-based milk , 75 g parmesan cheese , 2 handfuls of basil , 2 cloves of garlic , 2 tbsp lemon juice , 2 avocado , 1 tsp chili flakes , pinch of salt , 300 g cauliflower , 1/2 tsp salt , 1/2 tsp pepper , 2 tbsp olive oil , 300 g pasta , 2 balls of burrata , 1 tbsp chili oil",3
1716638,HFI-10,25600,15/05/2022,picture,897,71,"5 strawberries , 1 tbsp chia seeds , 40 g oatmeal , 150 g quark , 100 ml plant-based milk , 1 tbsp strawberry jam",1
1276625,HFI-10,25600,10/05/2022,video,1743,192,"300 g oyster mushrooms , 1 large tbsp shawarma seasoning , 3 tbsp olive oil , 1 clove of garlic , 1 flatbread , 1 avocado , handful of cherry tomatoes , 1 red onion , 200 g chickpeas",2
2158163,HFI-10,25600,07/05/2022,picture,680,81,"80 g oatmeal , 1 banana , 120 ml plant-based milk , 1 tbsp linseed , 1 tsp cinnamon , 1 tsp vanilla extract , pinch of salt , 1 tsp baking powder",1
5776946,HFI-10,25600,05/05/2022,picture,637,70,"200 g couscous , 1 stock cube , 1 tbsp olive oil , 1 tbsp cinnamon , 1 tbsp cumin , 50 g raisins , 1 red onion , 2 aubergines , 2 tbsp chili paste , 1 cucumber , 4 tomatoes , handful of pomegranate seeds , 20 g feta , pinch of salt",1
